forum,title,authors,authorids,keywords,abstract,pdf,match,venue,year,type
https://openreview.net/forum?id=QtnCPZMxYg,{'value': 'Trajectory Graph Learning: Aligning with Long Trajectories in Reinforcement Learning Without Reward Design'},Yunfan Li; Eric Liu; Lin Yang,~Yunfan_Li4; ~Eric_Liu3; ~Lin_Yang12,"{'value': ['Reinforcement Learning', 'Trajectory Alignment', 'Trajectory Graph Learning']}","{'value': 'Reinforcement learning (RL) often relies on manually designed reward functions, which are difficult to specify and can lead to issues such as reward hacking and suboptimal behavior. Alternatives like inverse RL and preference-based RL attempt to infer surrogate rewards from demonstrations or preferences but suffer from ambiguity and distribution mismatch. A more direct approach, inspired by imitation learning, avoids reward modeling by leveraging expert demonstrations. However, most existing methods align actions only at individual states, failing to capture the coherence of long-horizon trajectories.\n\nIn this work, we study the problem of directly aligning policies with expert-labeled trajectories to preserve long-horizon behavior without relying on reward signals. Specifically, we aim to learn a policy that maximizes the probability of generating the expert trajectories. Nevertheless, we prove that, in its general form, this trajectory alignment problem is NP-complete. \nTo address this, we propose Trajectory Graph Learning (TGL), a framework that leverages structural assumptions commonly satisfied in practice—such as bounded realizability of expert trajectories or a tree-structured MDP. These enable a graph-based policy planning algorithm that computes optimal policies in polynomial time under known dynamics. For settings with unknown dynamics, we develop a sample-efficient algorithm based on UCB-style exploration and establish sub-linear regret. Experiments on grid-world tasks demonstrate that TGL substantially outperforms standard imitation learning methods for long-trajectory planning.'}",https://openreview.net{'value': '/pdf/3b020428ee7c08d20b8d792f438007638960fa97.pdf'},{'title_filter': 'Trajectory'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QsQGMijLhL,{'value': 'Generalizing Experience for Language Agents with Hierarchical MetaFlows'},Shengda Fan; Xin Cong; Zhong Zhang; Yuepeng Fu; Yesai Wu; Hao Wang; Xinyu Zhang; Enrui Hu; Yankai Lin,~Shengda_Fan1; ~Xin_Cong1; ~Zhong_Zhang5; ~Yuepeng_Fu1; ~Yesai_Wu1; ~Hao_Wang140; ~Xinyu_Zhang6; ~Enrui_Hu1; ~Yankai_Lin1,"{'value': ['agent', 'workflow', 'large language models']}","{'value': 'Recent efforts to employ large language models (LLMs) as agents have demonstrated promising results in a wide range of multi-step agent tasks. However, existing agents lack an effective experience reuse approach to leverage historical completed tasks. In this paper, we propose a novel experience reuse framework MetaFlowLLM, which constructs a hierarchical experience tree from historically completed tasks. Each node in this experience tree is presented as a MetaFlow which contains static execution workflow and subtask required by agents to complete dynamically. Then, we propose a Hierarchical MetaFlow Merging algorithm to construct the hierarchical experience tree. When accomplishing a new task, MetaFlowLLM can first retrieve the most relevant MetaFlow node from the experience tree and then execute it accordingly. To effectively generate valid MetaFlows from historical data, we further propose a reinforcement learning pipeline to train the MetaFlowGen. Extensive experimental results on AppWorld and WorkBench demonstrate that integrating with MetaFlowLLM, existing agents (e.g., ReAct, Reflexion) can gain substantial performance improvement with reducing execution costs. Notably, MetaFlowLLM achieves an average success rate improvement of 32.3% on AppWorld and 6.2% on WorkBench, respectively.'}",https://openreview.net{'value': '/pdf/e5e7cd3c074c77adae516f8d392136a8fe8657f5.pdf'},{'title_filter': 'Agent'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QclFsekj9B,{'value': 'X-Scene: Large-Scale Driving Scene Generation with High Fidelity and Flexible Controllability'},Yu Yang; Alan Liang; Jianbiao Mei; Yukai Ma; Yong Liu; Gim Hee Lee,~Yu_Yang16; ~Alan_Liang1; ~Jianbiao_Mei1; ~Yukai_Ma1; ~Yong_Liu11; ~Gim_Hee_Lee1,"{'value': ['3D Scene Generation', 'Autonomous Driving']}","{'value': 'Diffusion models are advancing autonomous driving by enabling realistic data synthesis, predictive end-to-end planning, and closed-loop simulation, with a primary focus on temporally consistent generation. However, large-scale 3D scene generation requiring spatial coherence remains underexplored. In this paper, we present X-Scene, a novel framework for large-scale driving scene generation that achieves geometric intricacy, appearance fidelity, and flexible controllability. Specifically, X-Scene supports multi-granular control, including low-level layout conditioning driven by user input or text for detailed scene composition, and high-level semantic guidance informed by user intent and LLM-enriched prompts for efficient customization. To enhance geometric and visual fidelity, we introduce a unified pipeline that sequentially generates 3D semantic occupancy and corresponding multi-view images and videos, ensuring alignment and temporal consistency across modalities. We further extend local regions into large-scale scenes via consistency-aware outpainting, which extrapolates occupancy and images from previously generated areas to maintain spatial and visual coherence. The resulting scenes are lifted into high-quality 3DGS representations, supporting diverse applications such as simulation and scene exploration. Extensive experiments demonstrate that X-Scene substantially advances controllability and fidelity in large-scale scene generation, empowering data generation and simulation for autonomous driving.'}",https://openreview.net{'value': '/pdf/6cc5e90c6b7750a3714c1be0c2f224349f14dd35.pdf'},{'abstract_filter': 'Data Synthesis'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QYJt0pX0zJ,"{'value': 'Virus Infection Attack on LLMs: Your Poisoning Can Spread ""VIA"" Synthetic Data'}",Zi Liang; Qingqing Ye; Xuan Liu; Yanyun Wang; Jianliang Xu; Haibo Hu,~Zi_Liang1; ~Qingqing_Ye1; ~Xuan_Liu8; ~Yanyun_Wang1; ~Jianliang_Xu1; ~Haibo_Hu2,"{'value': ['Data Poisoning', 'Synthetic Data', 'Large Language Models']}","{'value': 'Synthetic data refers to artificial samples generated by models. While it has been validated to significantly enhance the performance of large language models (LLMs) during training and has been widely adopted in LLM development, potential security risks it may introduce remain uninvestigated. This paper systematically evaluates the resilience of synthetic-data-integrated training paradigm for LLMs against mainstream poisoning and backdoor attacks. We reveal that such a paradigm exhibits strong resistance to existing attacks, primarily thanks to the different distribution patterns between poisoning data and queries used to generate synthetic samples. To enhance the effectiveness of these attacks and further investigate the security risks introduced by synthetic data, we introduce a novel and universal attack framework, namely, Virus Infection Attack (VIA), which enables the propagation of current attacks through synthetic data even under purely clean queries. Inspired by the principles of virus design in cybersecurity, VIA conceals the poisoning payload within a protective “shell” and strategically searches for optimal hijacking points in benign samples to maximize the likelihood of generating malicious content. Extensive experiments on both data poisoning and backdoor attacks show that VIA significantly increases the presence of poisoning content in synthetic data and correspondingly raises the attack success rate (ASR) on downstream models to levels comparable to those observed in the poisoned upstream models.'}",https://openreview.net{'value': '/pdf/4314d097789b9ce667a3dcd9e84db87e31c26f92.pdf'},{'title_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QXEhBMNrCW,{'value': 'Group-in-Group Policy Optimization for LLM Agent Training'},Lang Feng; Zhenghai Xue; Tingcong Liu; Bo An,~Lang_Feng1; ~Zhenghai_Xue1; ~Tingcong_Liu1; ~Bo_An2,"{'value': ['Large Language Model', 'Agent', 'Group-Based Reinforcement Learning']}","{'value': 'Recent advances in group-based reinforcement learning (RL) have driven frontier large language models (LLMs) in single-turn tasks like mathematical reasoning. However, their scalability to multi-turn LLM agent training remains limited. Unlike static tasks, agent-environment interactions unfold over many steps and often yield sparse or delayed rewards, making credit assignment across individual steps significantly more challenging. In this work, we propose Group-in-Group Policy Optimization (GiGPO), a novel RL algorithm that achieves fine-grained credit assignment for LLM agents while preserving the appealing properties of group-based RL: critic-free, low memory, and stable convergence. GiGPO introduces a two-level structure for estimating relative advantage: (i) At the episode-level, GiGPO computes macro relative advantages based on groups of complete trajectories; (ii) At the step-level, GiGPO introduces an anchor state grouping mechanism that retroactively constructs step-level groups by identifying repeated environment states across trajectories. Actions stemming from the same state are grouped together, enabling micro relative advantage estimation. This hierarchical structure effectively captures both global trajectory quality and local step effectiveness without relying on auxiliary models or additional rollouts. We evaluate GiGPO on challenging agent benchmarks, including ALFWorld and WebShop, as well as tool-integrated reasoning on search-augmented QA tasks, using Qwen2.5-1.5B/3B/7B-Instruct. Crucially, GiGPO delivers fine-grained per-step credit signals, achieves performance gains of > 12\\% on ALFWorld and > 9\\% on WebShop over GRPO, and obtains superior performance on QA tasks (42.1\\% on 3B and 47.2\\% on 7B): all while maintaining the same GPU memory overhead, identical LLM rollout, and incurring little to no additional time cost.'}",https://openreview.net{'value': '/pdf/c28e200ee92ae5eef9869fe35dbd6fc859cd04cf.pdf'},{'title_filter': 'Agent'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QUN6uidabr,{'value': 'Provable Meta-Learning with Low-Rank Adaptations'},Jacob L. Block; Sundararajan Srinivasan; Liam Collins; Aryan Mokhtari; Sanjay Shakkottai,~Jacob_L._Block1; ~Sundararajan_Srinivasan2; ~Liam_Collins1; ~Aryan_Mokhtari3; ~Sanjay_Shakkottai1,"{'value': ['Meta-Learning', 'Low-Rank Adaptation', 'Parameter-Efficient Fine-Tuning', 'Non-convex Optimization']}","{'value': 'The power of foundation models (FMs) lies in their capacity to learn highly expressive representations that can be adapted to a broad spectrum of tasks. However, these pretrained models require additional training stages to become effective for downstream applications. In the multi-task setting, prior works have shown empirically that specific meta-learning approaches for preparing a model for future adaptation through parameter-efficient fine-tuning (PEFT) can outperform standard retraining methods, but the mechanism of the benefits of meta-learning has been largely unexplored. We introduce a framework for generic PEFT-based meta-learning to learn a model that can easily adapt to unseen tasks. For linear models using LoRA, we show that standard retraining is provably suboptimal for finding an adaptable set of parameters and provide strict performance guarantees for our proposed method. We verify these theoretical insights through experiments on synthetic data as well as real-data vision and language tasks. We observe significant performance benefits using a simple implementation of our proposed meta-learning scheme during retraining relative to the conventional approach.'}",https://openreview.net{'value': '/pdf/af0efb03ccacfddad17278e239a99ebbcd99f634.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QRKg5GA9Zo,{'value': 'How Classifier Features Transfer to Downstream: An Asymptotic Analysis in a Two-Layer Model'},HEE BIN YOO; Sungyoon Lee; Cheongjae Jang; Dong-Sig Han; Jaein Kim; Seunghyeon Lim; Byoung-Tak Zhang,~HEE_BIN_YOO1; ~Sungyoon_Lee1; ~Cheongjae_Jang1; ~Dong-Sig_Han2; ~Jaein_Kim2; ~Seunghyeon_Lim1; ~Byoung-Tak_Zhang1,"{'value': ['open-set clustering', 'feature transfer', 'two-layer neural network', 'feature learning', 'metric learning', 'retrieval']}","{'value': 'Neural networks learn effective feature representations, which can be transferred to new tasks without additional training.\nWhile larger datasets are known to improve feature transfer, the theoretical conditions for the success of such transfer remain unclear.\nThis work investigates feature transfer in networks trained for classification to identify the conditions that enable effective clustering in unseen classes.\nWe first reveal that higher similarity between training and unseen distributions leads to improved Cohesion and Separability.\nWe then show that feature expressiveness is enhanced when inputs are similar to the training classes, while the features of irrelevant inputs remain indistinguishable.\nWe validate our analysis on synthetic and benchmark datasets, including CAR, CUB, SOP, ISC, and ImageNet.\nOur analysis highlights the importance of the similarity between training classes and the input distribution for successful feature transfer.'}",https://openreview.net{'value': '/pdf/3a343bb0f858db6599913fa310540577d4c2bf14.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QQybz4enRc,{'value': 'Safely Learning Controlled Stochastic Dynamics'},Luc Brogat-Motte; Alessandro Rudi; Riccardo Bonalli,~Luc_Brogat-Motte1; ~Alessandro_Rudi1; ~Riccardo_Bonalli1,"{'value': ['Kernel Methods', 'Dynamical Systems', 'Exploration', 'Density Estimation', 'Learning Theory']}","{'value': ""We address the problem of safely learning controlled stochastic dynamics from discrete-time trajectory observations, ensuring system trajectories remain within predefined safe regions during both training and deployment. Safety-critical constraints of this kind are crucial in applications such as autonomous robotics, finance, and biomedicine. We introduce a method that ensures safe exploration and efficient estimation of system dynamics by iteratively expanding an initial known safe control set using kernel-based confidence bounds. After training, the learned model enables predictions of the system's dynamics and permits safety verification of any given control. Our approach requires only mild smoothness assumptions and access to an initial safe control set, enabling broad applicability to complex real-world systems. We provide theoretical guarantees for safety and derive adaptive learning rates that improve with increasing Sobolev regularity of the true dynamics. Experimental evaluations demonstrate the practical effectiveness of our method in terms of safety, estimation accuracy, and computational efficiency.""}",https://openreview.net{'value': '/pdf/94c0be1186cd59b283c02662a89c2bd32c721569.pdf'},{'abstract_filter': 'Trajectory'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QQhQIqons0,{'value': 'SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks'},Hwiwon Lee; Ziqi Zhang; Hanxiao Lu; LINGMING ZHANG,~Hwiwon_Lee1; ~Ziqi_Zhang6; ~Hanxiao_Lu1; ~LINGMING_ZHANG2,"{'value': ['Security Benchmarking', 'LLM Agents', 'Security Engineering', 'AI for Security', 'Automated Evaluation']}","{'value': ""Rigorous security-focused evaluation of large language model (LLM) agents is imperative for establishing trust in their safe deployment throughout the software development lifecycle. However, existing benchmarks largely rely on synthetic challenges or simplified vulnerability datasets that fail to capture the complexity and ambiguity encountered by security engineers in practice. We introduce SEC-bench, the first fully automated benchmarking framework for evaluating LLM agents on authentic security engineering tasks. SEC-bench employs a novel multi-agent scaffold that automatically constructs code repositories with harnesses, reproduces vulnerabilities in isolated environments, and generates gold patches for reliable evaluation. Our framework automatically creates high-quality software vulnerability datasets with reproducible artifacts at a cost of only $0.87 per instance. Using SEC-bench, we implement two critical software security tasks to rigorously evaluate LLM agents' capabilities: proof-of-concept (PoC) generation and vulnerability patching. A comprehensive evaluation of state-of-the-art LLM code agents reveals significant performance gaps, achieving at most 18.0% success in PoC generation and 34.0% in vulnerability patching on our complete dataset. These results highlight the crucial steps needed toward developing LLM agents that are more practical, intelligent, and autonomous for security engineering.""}",https://openreview.net{'value': '/pdf/66d2a1a241b7979f0f8776b51e62c6b1f1bc7db8.pdf'},{'title_filter': 'Agent'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QQS7TudonJ,{'value': 'Training-Free Safe Denoisers for Safe Use of Diffusion Models'},Mingyu Kim; Dongjun Kim; Amman Yusuf; Stefano Ermon; Mijung Park,~Mingyu_Kim2; ~Dongjun_Kim1; ~Amman_Yusuf1; ~Stefano_Ermon1; ~Mijung_Park3,{'value': ['Safety of Generative AI; Diffusion Models']},"{'value': 'There is growing concern over the safety of powerful diffusion models, as they are often misused to produce inappropriate, not-safe-for-work content or generate copyrighted material or data of individuals who wish to be forgotten. Many existing methods tackle these issues by heavily relying on text-based negative prompts or retraining the model to eliminate certain features or samples. In this paper, we take a radically different approach, directly modifying the sampling trajectory by leveraging a negation set (e.g., unsafe images, copyrighted data, or private data) to avoid specific regions of data distribution, without needing to retrain or fine-tune the model. We formally derive the relationship between the expected denoised samples that are safe and those that are unsafe, leading to our *safe* denoiser, which ensures its final samples are away from the area to be negated. We achieve state-of-the-art safety performance in large-scale datasets such as the CoPro dataset while also enabling significantly more cost-effective sampling than existing methodologies.'}",https://openreview.net{'value': '/pdf/f142fccd122db61cfcc0a2ec9dc51db151a14a47.pdf'},{'abstract_filter': 'Trajectory'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QNtJO0jTf3,{'value': 'Learning Equilibria from Data: Provably Efficient Multi-Agent Imitation Learning'},Till Freihaut; Luca Viano; Volkan Cevher; Matthieu Geist; Giorgia Ramponi,~Till_Freihaut1; ~Luca_Viano1; ~Volkan_Cevher1; ~Matthieu_Geist1; ~Giorgia_Ramponi1,"{'value': ['Reinforcement Learning', 'Multi-Agent Reinforcement Learning', 'Imitation Learning', 'Multi-Agent Imitation Learning']}","{'value': 'This paper provides the first expert sample complexity characterization for learning a Nash equilibrium from expert data in Markov Games.\nWe show that a new quantity named the *single policy deviation concentrability coefficient* is unavoidable in the non-interactive imitation learning setting, and we provide an upper bound for behavioral cloning (BC) featuring such coefficient. BC exhibits substantial regret in games with high concentrability coefficient, leading us to utilize expert queries to develop and introduce two novel solution algorithms: MAIL-BRO and MURMAIL. The former employs a best response oracle and learns an $\\varepsilon$-Nash equilibrium with $\\mathcal{O}(\\varepsilon^{-4})$ expert and oracle queries. The latter bypasses completely the best response oracle at the cost of a worse expert query complexity of order  $\\mathcal{O}(\\varepsilon^{-8})$. Finally, we provide numerical evidence, confirming our theoretical findings.'}",https://openreview.net{'value': '/pdf/fddf287f1d6ed42d23cebf1b3b16ed1d041a79a7.pdf'},{'title_filter': 'Agent'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QL3J1fyAFv,{'value': 'Length Generalization via Auxiliary Tasks'},Pranjal Awasthi; Anupam Gupta; Ravi Kumar,~Pranjal_Awasthi3; ~Anupam_Gupta2; ~Ravi_Kumar1,"{'value': ['length generalization', 'theory']}","{'value': '_Length generalization_, the ability of sequence models to\n  generalize to sequences longer than those encountered during\n  training, remains a key challenge for transformers,\n  especially in tasks requiring algorithmic reasoning. Existing\n  theoretical understanding of length generalization is limited, often providing\n  only asymptotic results or focusing on specific problem classes or\n  architectural variants, while empirical approaches frequently rely on\n  ad hoc and often fragile techniques.\n\n  In this work we introduce a novel framework for analyzing and\n  proving length generalization bounds under specified, verifiable assumptions. A key\n  outcome of the theory is the identification of a natural set of\n  _auxiliary_ tasks, intricately related to the primary task structure,\n  such that strong performance on these auxiliary tasks, alongside the\n  primary task, provably guarantees length generalization within the framework.  This\n  motivates a multi-task training procedure that explicitly optimizes\n  performance on both the primary and the identified auxiliary tasks.\n\n  Empirical evaluations on a variety of synthetic benchmarks\n  known to be challenging for length generalization, including sequence\n  sorting, and reversal, demonstrate that our proposed method yields\n  significant improvements in generalization to substantially longer\n  sequences.'}",https://openreview.net{'value': '/pdf/a5e5e4faf09290faa591d33b29401917374054fa.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QINnsnppv8,{'value': 'Memory Injection Attacks on LLM Agents via Query-Only Interaction'},Shen Dong; Shaochen Xu; Pengfei He; Yige Li; Jiliang Tang; Tianming Liu; Hui Liu; Zhen Xiang,~Shen_Dong4; ~Shaochen_Xu1; ~Pengfei_He2; ~Yige_Li1; ~Jiliang_Tang1; ~Tianming_Liu3; ~Hui_Liu8; ~Zhen_Xiang1,"{'value': ['LLM agent', 'LLM', 'Memory Injection', 'Trustworthy']}","{'value': ""Agents powered by large language models (LLMs) have demonstrated strong capabilities in a wide range of complex, real-world applications.\nHowever, LLM agents with a compromised memory bank may easily produce harmful outputs when the past records retrieved for demonstration are malicious.\nIn this paper, we propose a novel Memory INJection Attack, MINJA, without assuming that the attacker can directly modify the memory bank of the agent.\nThe attacker injects malicious records into the memory bank by only **interacting with the agent via queries and output observations**.\nThese malicious records are designed to elicit a sequence of malicious reasoning steps corresponding to a different target query during the agent's execution of the victim user's query.\nSpecifically, we introduce a sequence of *bridging steps* to link victim queries to the malicious reasoning steps.\nDuring the memory injection, we propose an *indication prompt* that guides the agent to autonomously generate similar bridging steps, with a *progressive shortening strategy* that gradually removes the indication prompt, such that the malicious record will be easily retrieved when processing later victim queries.\nOur extensive experiments across diverse agents demonstrate the effectiveness of MINJA in compromising agent memory.\nWith minimal requirements for execution, MINJA enables any user to influence agent memory, highlighting the risk.""}",https://openreview.net{'value': '/pdf/147a28fb3186337d99bf8c22ac92c2b15660c7fc.pdf'},{'title_filter': 'Agent'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QFuuxfmqb5,{'value': 'ROOT: Rethinking Offline Optimization as Distributional Translation via Probabilistic Bridge'},Manh Cuong Dao; The Hung Tran; Phi Le Nguyen; Thao Nguyen Truong; Trong Nghia Hoang,~Manh_Cuong_Dao1; ~The_Hung_Tran1; ~Phi_Le_Nguyen2; ~Thao_Nguyen_Truong1; ~Trong_Nghia_Hoang1,"{'value': ['Offline Optimization', 'Diffusion Model', 'Probabilistic Method']}","{'value': 'This paper studies the black-box optimization task which aims to find the maxima of a black-box function using a static set of its observed input-output pairs. This is often achieved via learning and optimizing a surrogate function with that offline data. Alternatively, it can also be framed as an inverse modeling task that maps a desired performance to potential input candidates that achieve it. Both approaches are constrained by the limited amount of offline data. To mitigate this limitation, we introduce a new perspective that casts offline optimization as a distributional translation task. This is formulated as learning a probabilistic bridge transforming an implicit distribution of low-value inputs (i.e., offline data) into another distribution of high-value inputs (i.e., solution candidates). Such probabilistic bridge can be learned using low- and high-value inputs sampled from synthetic functions that resemble the target function. These synthetic functions are constructed as the mean posterior of multiple Gaussian processes fitted with different parameterizations on the offline data, alleviating the data bottleneck. The proposed approach is evaluated on an extensive benchmark comprising most recent methods, demonstrating significant improvement and establishing a new state-of-the-art performance. Our code is publicly available at https://github.com/cuong-dm/ROOT.'}",https://openreview.net{'value': '/pdf/cf8206509e6b29018c61097adfc12f609715c059.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=QD06Qv7O0P,{'value': 'Deep RL Needs Deep Behavior Analysis: Exploring Implicit Planning by Model-Free Agents in Open-Ended Environments'},Riley Simmons-Edler; Ryan Paul Badman; Felix Baastad Berg; Raymond Chua; John Vastola; Joshua Lunger; William Qian; Kanaka Rajan,~Riley_Simmons-Edler1; ~Ryan_Paul_Badman1; ~Felix_Baastad_Berg1; ~Raymond_Chua2; ~John_Vastola1; ~Joshua_Lunger1; ~William_Qian1; ~Kanaka_Rajan1,"{'value': ['Deep reinforcement learning', 'reinforcement learning', 'foraging', 'exploration', 'RNN analysis', 'open-ended learning', 'navigation', 'decision making', 'behavior analysis', 'cognitive science', 'neural dynamics', 'representations spatial memory', 'recurrent neural dynamics', 'joint neural-behavioral modeling']}","{'value': 'Understanding the behavior of deep reinforcement learning (DRL) agents—particularly as task and agent sophistication increase—requires more than simple comparison of reward curves, yet standard methods for behavioral analysis remain underdeveloped in DRL.\nWe apply tools from neuroscience and ethology to study DRL agents in a novel, complex, partially observable environment, ForageWorld, designed to capture key aspects of real-world animal foraging—including sparse, depleting resource patches, predator threats, and spatially extended arenas.\nWe use this environment as a platform for applying joint behavioral and neural analysis to agents, revealing detailed, quantitatively grounded insights into agent strategies, memory, and planning.\nContrary to common assumptions, we find that model-free RNN-based DRL agents can exhibit structured, planning-like behavior purely through emergent dynamics—without requiring explicit memory modules or world models.\nOur results show that studying DRL agents like animals—analyzing them with neuroethology-inspired tools that reveal structure in both behavior and neural dynamics—uncovers rich structure in their learning dynamics that would otherwise remain invisible.\nWe distill these tools into a general analysis framework linking core behavioral and representational features to diagnostic methods, which can be reused for a wide range of tasks and agents.\nAs agents grow more complex and autonomous, bridging neuroscience, cognitive science, and AI will be essential—not just for understanding their behavior, but for ensuring safe alignment and maximizing desirable behaviors that are hard to measure via reward.\nWe show how this can be done by drawing on lessons from how biological intelligence is studied.'}",https://openreview.net{'value': '/pdf/928d63d7fd5d5b2056d6aa39c03ffc3bf3207b50.pdf'},{'title_filter': 'Agent'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=Q8m0TkIpJZ,{'value': 'Blending Complementary Memory Systems in Hybrid Quadratic-Linear Transformers'},Kazuki Irie; Morris Yau; Samuel J. Gershman,~Kazuki_Irie1; ~Morris_Yau3; ~Samuel_J._Gershman1,"{'value': ['sequence processing', 'transformers', 'linear transformers', 'fast weight programmers', 'key-value memory', 'memory modeling', 'hybrid transformers']}","{'value': 'We develop hybrid memory architectures for general-purpose sequence processing neural networks, that combine key-value memory using softmax attention (KV-memory) with fast weight memory through dynamic synaptic modulation (FW-memory)---the core principles of quadratic and linear transformers, respectively. These two memory systems have complementary but individually limited properties: KV-memory offers precise retrieval but is constrained by quadratic complexity in sequence length, while FW-memory supports arbitrarily long sequences and enables more expressive computation but sacrifices precise recall. We propose and compare three methods to blend these two systems into a single memory system, differing in how and when input information is delivered to each system, to leverage the strengths of both. We conduct experiments on general language modeling and retrieval tasks by training 340M- and 1.3B-parameter models from scratch, as well as on synthetic algorithmic tasks designed to precisely illustrate the benefits of certain hybrid methods over others. We also evaluate our hybrid memory systems on reinforcement learning in partially observable environments. Overall, we demonstrate how a well-designed hybrid can overcome the limitations of its individual components, offering new insights into the design principle of neural memory systems.'}",https://openreview.net{'value': '/pdf/649284bceccab35070e92c0d8b08a7f73d769aa4.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=Q7YnqREWLq,{'value': 'Genesis: Multimodal Driving Scene Generation with Spatio-Temporal and Cross-Modal Consistency'},Xiangyu Guo; Zhanqian Wu; Kaixin Xiong; Ziyang Xu; Lijun Zhou; Gangwei Xu; Shaoqing Xu; Haiyang Sun; BING WANG; Guang Chen; Hangjun Ye; Wenyu Liu; Xinggang Wang,~Xiangyu_Guo5; ~Zhanqian_Wu1; ~Kaixin_Xiong1; ~Ziyang_Xu3; ~Lijun_Zhou1; ~Gangwei_Xu1; ~Shaoqing_Xu1; ~Haiyang_Sun2; ~BING_WANG23; ~Guang_Chen2; ~Hangjun_Ye1; ~Wenyu_Liu3; ~Xinggang_Wang1,{'value': ['autonomous driving; driving scenario generation']},"{'value': 'We present Genesis, a unified world model for joint generation of multi-view driving videos and LiDAR sequences with spatio-temporal and cross-modal consistency. Genesis employs a two-stage architecture that integrates a DiT-based video diffusion model with 3D-VAE encoding, and a BEV-represented LiDAR generator with NeRF-based rendering and adaptive sampling. Both modalities are directly coupled through a shared condition input, enabling coherent evolution across visual and geometric domains. To guide the generation with structured semantics, we introduce DataCrafter, a captioning module built on vision-language models that provides scene-level and instance-level captions. Extensive experiments on the nuScenes benchmark demonstrate that Genesis achieves state-of-the-art performance across video and LiDAR metrics (FVD 16.95, FID 4.24, Chamfer 0.611), and benefits downstream tasks including segmentation and 3D detection, validating the semantic fidelity and practical utility of the synthetic data.'}",https://openreview.net{'value': '/pdf/a4a4634e1dcaf8e3292d359f0dc7ac94f73516a5.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=PrYDDxphym,{'value': 'Neural Stochastic Flows: Solver-Free Modelling and Inference for SDE Solutions'},Naoki Kiyohara; Edward Johns; Yingzhen Li,~Naoki_Kiyohara1; ~Edward_Johns1; ~Yingzhen_Li1,"{'value': ['Neural stochastic flows', 'stochastic differential equations', 'normalising flows', 'continuous-time models', 'latent dynamics', 'time series modelling']}","{'value': 'Stochastic differential equations (SDEs) are well suited to modelling noisy and/or irregularly-sampled time series, which are omnipresent in finance, physics, and machine learning applications. Traditional approaches require costly simulation of numerical solvers when sampling between arbitrary time points. We introduce Neural Stochastic Flows (NSFs) and their latent dynamic versions, which learns (latent) SDE transition laws directly using conditional normalising flows, with architectural constraints that preserve properties inherited from stochastic flow. This enables sampling between arbitrary states in a single step, providing up to two orders of magnitude speedup for distant time points. Experiments on synthetic SDE simulations and real-world tracking and video data demonstrate that NSF maintains distributional accuracy comparable to numerical approaches while dramatically reducing computation for arbitrary time-point sampling, enabling applications where numerical solvers remain prohibitively expensive.'}",https://openreview.net{'value': '/pdf/1553e352e4f11e9a32e26182a59107087e8eb641.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
