forum,title,keywords,abstract,pdf,match,venue,year,type
https://openreview.net/forum?id=mM7VurbA4r,{'value': 'SOTOPIA: Interactive Evaluation for Social Intelligence in Language Agents'},Xuhui Zhou; Hao Zhu; Leena Mathur; Ruohong Zhang; Haofei Yu; Zhengyang Qi; Louis-Philippe Morency; Yonatan Bisk; Daniel Fried; Graham Neubig; Maarten Sap,~Xuhui_Zhou1; ~Hao_Zhu1; ~Leena_Mathur1; ~Ruohong_Zhang1; ~Haofei_Yu1; ~Zhengyang_Qi1; ~Louis-Philippe_Morency1; ~Yonatan_Bisk1; ~Daniel_Fried1; ~Graham_Neubig1; ~Maarten_Sap1,"{'value': ['Social', 'Interaction', 'Agent', 'Social intelligence', 'Large Language Models', 'Evaluation', 'Theory of Mind']}","{'value': ""*Humans are social beings*; we pursue social goals in our daily interactions, which is a crucial aspect of social intelligence. Yet, AI systems' abilities in this realm remain elusive. We present SOTOPIA, an open-ended environment to simulate complex social interactions between artificial agents and evaluate their social intelligence. In our environment, agents role-play and *interact* under a wide variety of scenarios; they coordinate, collaborate, exchange, and compete with each other to achieve complex social goals. We simulate the role-play interaction between LLM-based agents and humans within this task space and evaluate their performance with a holistic evaluation framework called SOTOPIA-Eval. With SOTOPIA, we find significant differences between these models in terms of their social intelligence, and we identify a subset of SOTOPIA scenarios, SOTOPIA-hard, that is generally challenging for all models. We find that on this subset, GPT-4 achieves a significantly lower goal completion rate than humans and struggles to exhibit social commonsense reasoning and strategic communication skills. These findings demonstrate SOTOPIA's promise as a general platform for research on evaluating and improving social intelligence in artificial agents.""}",https://openreview.net{'value': '/pdf/6aece1f9088fc415196df5830f1ca62e6dbf37d3.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=hNhwSmtXRh,{'value': 'Lemur: Harmonizing Natural Language and Code for Language Agents'},Yiheng Xu; Hongjin SU; Chen Xing; Boyu Mi; Qian Liu; Weijia Shi; Binyuan Hui; Fan Zhou; Yitao Liu; Tianbao Xie; Zhoujun Cheng; Siheng Zhao; Lingpeng Kong; Bailin Wang; Caiming Xiong; Tao Yu,~Yiheng_Xu1; ~Hongjin_SU1; ~Chen_Xing2; ~Boyu_Mi1; ~Qian_Liu2; ~Weijia_Shi1; ~Binyuan_Hui1; ~Fan_Zhou6; ~Yitao_Liu2; ~Tianbao_Xie1; ~Zhoujun_Cheng1; ~Siheng_Zhao1; ~Lingpeng_Kong1; ~Bailin_Wang3; ~Caiming_Xiong1; ~Tao_Yu5,"{'value': ['large language model', 'agent', 'code generation', 'reasoning', 'decision making']}","{'value': 'We introduce Lemur and Lemur-Chat, openly accessible language models optimized\nfor both natural language and coding capabilities to serve as the backbone\nof versatile language agents. The evolution from language chat models to\nfunctional language agents demands that models not only master human interaction,\nreasoning, and planning but also ensure grounding in the relevant environments.\nThis calls for a harmonious blend of language and coding capabilities\nin the models. Lemur and Lemur-Chat are proposed to address this necessity,\ndemonstrating balanced proficiencies in both domains, unlike existing\nopen-source models that tend to specialize in either. Through meticulous pretraining\nusing a code-intensive corpus and instruction fine-tuning on text and code\ndata, our models achieve state-of-the-art averaged performance across diverse\ntext and coding benchmarks. Comprehensive experiments demonstrate Lemur’s\nsuperiority over existing open-source models and its proficiency across various\nagent tasks involving human communication, tool usage, and interaction under\nfully- and partially- observable environments. The harmonization between natural\nand programming languages enables Lemur-Chat to significantly narrow the\ngap with proprietary models on agent abilities, providing key insights into developing\nadvanced open-source agents adept at reasoning, planning, and operating\nseamlessly across environments. Our model and code have been open-sourced at\nhttps://github.com/OpenLemur/Lemur.'}",https://openreview.net{'value': '/pdf/8ef62990871ebf2cac77dc6ea498085f167f070a.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=Z59Rb5bPPP,{'value': 'Trajeglish: Traffic Modeling as Next-Token Prediction'},Jonah Philion; Xue Bin Peng; Sanja Fidler,~Jonah_Philion1; ~Xue_Bin_Peng1; ~Sanja_Fidler1,"{'value': ['self-driving', 'traffic modeling', 'autonomous vehicles', 'simulation', 'motion prediction', 'transformer']}","{'value': 'A longstanding challenge for self-driving development is simulating dynamic driving scenarios seeded from recorded driving logs. In pursuit of this functionality, we apply tools from discrete sequence modeling to model how vehicles, pedestrians and cyclists interact in driving scenarios. Using a simple data-driven tokenization scheme, we discretize trajectories to centimeter-level resolution using a small vocabulary. We then model the multi-agent sequence of discrete motion tokens with a GPT-like encoder-decoder that is autoregressive in time and takes into account intra-timestep interaction between agents. Scenarios sampled from our model exhibit state-of-the-art realism; our model tops the Waymo Sim Agents Benchmark, surpassing prior work along the realism meta metric by 3.3% and along the interaction metric by 9.9%. We ablate our modeling choices in full autonomy and partial autonomy settings, and show that the representations learned by our model can quickly be adapted to improve performance on nuScenes. We additionally evaluate the scalability of our model with respect to parameter count and dataset size, and use density estimates from our model to quantify the saliency of context length and intra-timestep interaction for the traffic modeling task.'}",https://openreview.net{'value': '/pdf/6a1754e5443464338e361380403b4fec2f5d94b2.pdf'},{'abstract_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=W3VsHuga3j,{'value': 'Modeling Boundedly Rational Agents with Latent Inference Budgets'},Athul Paul Jacob; Abhishek Gupta; Jacob Andreas,~Athul_Paul_Jacob1; ~Abhishek_Gupta1; ~Jacob_Andreas1,"{'value': ['neurosymbolic', 'planning', 'rationality']}","{'value': 'We study the problem of modeling a population of agents pursuing unknown goals subject to unknown computational constraints. In standard models of bounded rationality, sub-optimal decision-making is simulated by adding homoscedastic noise to optimal decisions rather than actually simulating constrained inference. In this work, we introduce a latent inference budget model (L-IBM) that models these constraints explicitly, via a latent variable (inferred jointly with a model of agents’ goals) that controls the runtime of an iterative inference algorithm. L-IBMs make it possible to learn agent models using data from diverse populations of suboptimal actors. In three modeling tasks—inferring navigation goals from routes, inferring communicative intents from human utterances, and predicting next moves in human chess games—we show that L-IBMs match or outperforms Boltzmann models of decision-making under uncertainty. Moreover, the inferred inference budgets are themselves meaningful, efficient to compute, and correlated with measures of player skill, partner skill and task difficulty.'}",https://openreview.net{'value': '/pdf/b6fcabc7a4521fa9b8ff72f6d09fbafc1e118951.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=VtmBAGCN7o,{'value': 'MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework'},Sirui Hong; Mingchen Zhuge; Jonathan Chen; Xiawu Zheng; Yuheng Cheng; Jinlin Wang; Ceyao Zhang; Zili Wang; Steven Ka Shing Yau; Zijuan Lin; Liyang Zhou; Chenyu Ran; Lingfeng Xiao; Chenglin Wu; Jürgen Schmidhuber,~Sirui_Hong1; ~Mingchen_Zhuge2; ~Jonathan_Chen3; ~Xiawu_Zheng1; ~Yuheng_Cheng1; ~Jinlin_Wang1; ~Ceyao_Zhang1; ~Zili_Wang1; ~Steven_Ka_Shing_Yau1; ~Zijuan_Lin1; ~Liyang_Zhou2; ~Chenyu_Ran1; ~Lingfeng_Xiao1; ~Chenglin_Wu2; ~Jürgen_Schmidhuber1,"{'value': ['Autonomous Agent', 'Meta Programming', 'Multi-Agent Society', 'Group Intelligence']}","{'value': 'Recently, remarkable progress has been made on automated problem solving through societies of agents based on large language models (LLMs). Previous LLM-based multi-agent systems can already solve simple dialogue tasks. More complex tasks, however, face challenges through logic inconsistencies due to cascading hallucinations caused by naively chaining LLMs. Here we introduce MetaGPT, an innovative meta-programming framework incorporating efficient human workflows into LLM-based multi-agent collaborations. MetaGPT encodes Standardized Operating Procedures (SOPs) into prompt sequences for more streamlined workflows, thus allowing agents with human-like domain expertise to verify intermediate results and reduce errors.  MetaGPT utilizes an assembly line paradigm to assign diverse roles to various agents, efficiently breaking down complex tasks into subtasks involving many agents working together.  On collaborative software engineering benchmarks, MetaGPT generates more coherent solutions than previous chat-based multi-agent systems.'}",https://openreview.net{'value': '/pdf/474fc6dad3bd9bf7fdb97c7cd72b2cc0649a9647.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=UBVNwD3hPN,{'value': 'CivRealm: A Learning and Reasoning Odyssey in Civilization for Decision-Making Agents'},Siyuan Qi; Shuo Chen; Yexin Li; Xiangyu Kong; Junqi Wang; Bangcheng Yang; Pring Wong; Yifan Zhong; Xiaoyuan Zhang; Zhaowei Zhang; Nian Liu; Yaodong Yang; Song-Chun Zhu,~Siyuan_Qi1; ~Shuo_Chen3; ~Yexin_Li1; ~Xiangyu_Kong1; ~Junqi_Wang1; ~Bangcheng_Yang1; ~Pring_Wong2; ~Yifan_Zhong2; ~Xiaoyuan_Zhang3; ~Zhaowei_Zhang2; ~Nian_Liu4; ~Yaodong_Yang1; ~Song-Chun_Zhu1,"{'value': ['Interactive Environments', 'Benchmark', 'Reinforcement Learning', 'Language Agent', 'Multi-agent']}","{'value': 'The generalization of decision-making agents encompasses two fundamental elements: learning from past experiences and reasoning in novel contexts. However, the predominant emphasis in most interactive environments is on learning, often at the expense of complexity in reasoning. In this paper, we introduce CivRealm, an environment inspired by the Civilization game. Civilization’s profound alignment with human society requires sophisticated learning and prior knowledge, while its ever-changing space and action space demand robust reasoning for generalization. Particularly, CivRealm sets up an imperfect-information general-sum game with a changing number of players; it presents a plethora of complex features, challenging the agent to deal with open-ended stochastic environments that require diplomacy and negotiation skills. Within CivRealm, we provide interfaces for two typical agent types: tensor-based agents that focus on learning, and language-based agents that emphasize reasoning. To catalyze further research, we present initial results for both paradigms. The canonical RL-based agents exhibit reasonable performance in mini-games, whereas both RL- and LLM-based agents struggle to make substantial progress in the full game. Overall, CivRealm stands as a unique learning and reasoning challenge for decision-making agents. The code is available at https://github.com/bigai-ai/civrealm.'}",https://openreview.net{'value': '/pdf/8e9b4884f752883a17e58942608d9cc769610a01.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=Ts95eXsPBc,{'value': 'Spatially-Aware Transformers for Embodied Agents'},Junmo Cho; Jaesik Yoon; Sungjin Ahn,~Junmo_Cho1; ~Jaesik_Yoon1; ~Sungjin_Ahn1,"{'value': ['Episodic Memory', 'Spatial Inference', 'Prediction', 'Generation', 'Reinforcement Learning']}","{'value': 'Episodic memory plays a crucial role in various cognitive processes, such as the ability to mentally recall past events. While cognitive science emphasizes the significance of spatial context in the formation and retrieval of episodic memory, the current primary approach to implementing episodic memory in AI systems is through transformers that store temporally ordered experiences, which overlooks the spatial dimension. As a result, it is unclear how the underlying structure could be extended to incorporate the spatial axis beyond temporal order alone and thereby what benefits can be obtained. To address this, this paper explores the use of Spatially-Aware Transformer models that incorporate spatial information. These models enable the creation of place-centric episodic memory that considers both temporal and spatial dimensions. Adopting this approach, we demonstrate that memory utilization efficiency can be improved, leading to enhanced accuracy in various place-centric downstream tasks. Additionally, we propose the Adaptive Memory Allocator, a memory management method based on reinforcement learning that aims to optimize efficiency of memory utilization. Our experiments demonstrate the advantages of our proposed model in various environments and across multiple downstream tasks, including prediction, generation, reasoning, and reinforcement learning. The source code for our models and experiments will be available at \\href{https://github.com/spatially_aware_transformer}{https://github.com/spatially_aware_transformer}.'}",https://openreview.net{'value': '/pdf/1dc0ff45874e872749597c38bcfc2df0fa7ed0d6.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=SBoRhRCzM3,{'value': 'THOUGHT PROPAGATION: AN ANALOGICAL APPROACH TO COMPLEX REASONING WITH LARGE LANGUAGE MODELS'},Junchi Yu; Ran He; Zhitao Ying,~Junchi_Yu1; ~Ran_He1; ~Zhitao_Ying1,"{'value': ['LLM Complex Reasoning', 'Language Model Reasoning']}","{'value': 'Large Language Models (LLMs) have achieved remarkable success in reasoning tasks with the development of prompting methods. \nHowever, existing prompting approaches cannot reuse insights of solving similar problems and suffer from accumulated errors in multi-step reasoning, since they prompt LLMs to reason \\textit{from scratch}.\nTo address these issues, we propose \\textbf{\\textit{Thought Propagation} (TP)}, which explores the analogous problems and leverages their solutions to enhance the complex reasoning ability of LLMs.\nThese analogous problems are related to the input one, with reusable solutions and problem-solving strategies.\nThus, it is promising to propagate insights of solving previous analogous problems to inspire new problem-solving. \nTo achieve this, TP first prompts LLMs to propose and solve a set of analogous problems that are related to the input one. \nThen, TP reuses the results of analogous problems to directly yield a new solution or derive a knowledge-intensive plan for execution to amend the initial solution obtained from scratch.\nTP is compatible with existing prompting approaches, allowing plug-and-play generalization and enhancement in a wide range of tasks without much labor in task-specific prompt engineering. \nExperiments across three challenging tasks demonstrate TP enjoys a substantial improvement over the baselines by an average of 12\\% absolute increase in finding the optimal solutions in Shortest-path Reasoning, 13\\% improvement of human preference in Creative Writing, and 15\\% enhancement in the task completion rate of LLM-Agent Planning.'}",https://openreview.net{'value': '/pdf/1cddcaa3f523f7ad1c9aea87d5180f2d173e4bb8.pdf'},{'abstract_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=S2oTVrlcp3,{'value': 'SmartPlay : A Benchmark for LLMs as Intelligent Agents'},Yue Wu; Xuan Tang; Tom Mitchell; Yuanzhi Li,~Yue_Wu17; ~Xuan_Tang2; ~Tom_Mitchell2; ~Yuanzhi_Li1,{'value': ['Large Language Models']},"{'value': ""Recent large language models (LLMs) have demonstrated great potential toward intelligent agents and next-gen automation, but there currently lacks a systematic benchmark for evaluating LLMs' abilities as agents. We introduce SmartPlay: both a challenging benchmark and a methodology for evaluating LLMs as agents. SmartPlay consists of 6 different games, including Rock-Paper-Scissors, Tower of Hanoi, Minecraft. Each game features a unique setting, providing up to 20 evaluation settings and infinite environment variations. Each game in SmartPlay uniquely challenges a subset of 9 important capabilities of an intelligent LLM agent, including reasoning with object dependencies, planning ahead, spatial reasoning, learning from history, and understanding randomness. The distinction between the set of capabilities each game test allows us to analyze each capability separately.\nSmartPlay serves not only as a rigorous testing ground for evaluating the overall performance of LLM agents but also as a road-map for identifying gaps in current methodologies. \nWe release our benchmark at https://github.com/microsoft/SmartPlay""}",https://openreview.net{'value': '/pdf/f84669704e333d9a0d57f5fd1dfd011b03109021.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=Qox9rO0kN0,{'value': 'Learning Multi-Agent Communication from Graph Modeling Perspective'},Shengchao Hu; Li Shen; Ya Zhang; Dacheng Tao,~Shengchao_Hu1; ~Li_Shen1; ~Ya_Zhang1; ~Dacheng_Tao1,"{'value': ['communication learning', 'multi-agent reinforcement learning']}","{'value': 'In numerous artificial intelligence applications, the collaborative efforts of multiple intelligent agents are imperative for the successful attainment of target objectives. To enhance coordination among these agents, a distributed communication framework is often employed. However, information sharing among all agents proves to be resource-intensive, while the adoption of a manually pre-defined communication architecture imposes limitations on inter-agent communication, thereby constraining the potential for collaborative efforts. In this study, we introduce a novel approach wherein we conceptualize the communication architecture among agents as a learnable graph. We formulate this problem as the task of determining the communication graph while enabling the architecture parameters to update normally, thus necessitating a bi-level optimization process. Utilizing continuous relaxation of the graph representation and incorporating attention units, our proposed approach, CommFormer, efficiently optimizes the communication graph and concurrently refines architectural parameters through gradient descent in an end-to-end manner. Extensive experiments on a variety of cooperative tasks substantiate the robustness of our model across diverse cooperative scenarios, where agents are able to develop more coordinated and sophisticated strategies regardless of changes in the number of agents.'}",https://openreview.net{'value': '/pdf/b18ae005fc01451473ec4301d9802e5267831053.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=NltzxpG0nz,{'value': 'Steve-Eye: Equipping LLM-based Embodied Agents with Visual Perception in Open Worlds'},Sipeng Zheng; jiazheng liu; Yicheng Feng; Zongqing Lu,~Sipeng_Zheng1; ~jiazheng_liu2; ~Yicheng_Feng1; ~Zongqing_Lu2,"{'value': ['large multimodal pre-training', 'open-world embodied agent', 'large language model']}","{'value': ""Recent studies have presented compelling evidence that large language models (LLMs) can equip embodied agents with the self-driven capability to interact with the world, which marks an initial step toward versatile robotics. However, these efforts tend to overlook the visual richness of open worlds, rendering the entire interactive process akin to ``a blindfolded text-based game.'' Consequently, LLM-based agents frequently encounter challenges in intuitively comprehending their surroundings and producing responses that are easy to understand. In this paper, we propose Steve-Eye, an end-to-end trained large multimodal model to address this limitation. Steve-Eye integrates the LLM with a visual encoder to process visual-text inputs and generate multimodal feedback. We adopt a semi-automatic strategy to collect an extensive dataset comprising 850K open-world instruction pairs, enabling our model to encompass three essential functions for an agent: multimodal perception, foundational knowledge base, and skill prediction and planning. Lastly, we develop three open-world evaluation benchmarks and carry out experiments from a wide range of perspectives to validate our model's capability to strategically act and plan. The project’s website and code can be found at https://sites.google.com/view/steve-eye.""}",https://openreview.net{'value': '/pdf/a46ce05ff44a87fada32b918f094df26df3d2f07.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=MCNqgUFTHI,{'value': 'Plug-and-Play Policy Planner for Large Language Model Powered Dialogue Agents'},Yang Deng; Wenxuan Zhang; Wai Lam; See-Kiong Ng; Tat-Seng Chua,~Yang_Deng4; ~Wenxuan_Zhang1; ~Wai_Lam1; ~See-Kiong_Ng1; ~Tat-Seng_Chua2,"{'value': ['Dialogue Policy Planning', 'Proactive Dialogue', 'Large Language Model']}","{'value': 'Proactive dialogues serve as a practical yet challenging dialogue problem in the era of large language models (LLMs), where the dialogue policy planning is the key to improving the proactivity of LLMs. Most existing studies enable the dialogue policy planning of LLMs using various prompting schemes or iteratively enhance this capability in handling the given case with verbal AI feedback. However, these approaches are either bounded by the policy planning capability of the frozen LLMs or hard to be transferred to new cases. In this work, we introduce a new dialogue policy planning paradigm to strategize LLMs for proactive dialogue problems with a tunable language model plug-in as a plug-and-play dialogue policy planner, named PPDPP. Specifically, we develop a novel training framework to facilitate supervised fine-tuning over available human-annotated data as well as reinforcement learning from goal-oriented AI feedback with dynamic interaction data collected by the LLM-based self-play simulation. In this manner, the LLM-powered dialogue agent can not only be generalized to different cases after the training, but also be applicable to different applications by just substituting the learned plug-in. In addition, we propose to evaluate the policy planning capability of dialogue systems under the interactive setting. Experimental results demonstrate that PPDPP consistently and substantially outperforms existing approaches on three different proactive dialogue applications, including negotiation, emotional support, and tutoring dialogues.'}",https://openreview.net{'value': '/pdf/30c7e22635f23140a4f37883885b6e80b5f7c750.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=M6XWoEdmwf,{'value': 'AMAGO: Scalable In-Context Reinforcement Learning for Adaptive Agents'},Jake Grigsby; Linxi Fan; Yuke Zhu,~Jake_Grigsby1; ~Linxi_Fan2; ~Yuke_Zhu1,"{'value': ['Meta-RL', 'Generalization', 'Long-Term Memory', 'Transformers']}","{'value': ""We introduce AMAGO, an in-context Reinforcement Learning (RL) agent that uses sequence models to tackle the challenges of generalization, long-term memory, and meta-learning. Recent works have shown that off-policy learning can make in-context RL with recurrent policies viable. Nonetheless, these approaches require extensive tuning and limit scalability by creating key bottlenecks in agents' memory capacity, planning horizon, and model size. AMAGO revisits and redesigns the off-policy in-context approach to successfully train long-sequence Transformers over entire rollouts in parallel with end-to-end RL. Our agent is scalable and applicable to a wide range of problems, and we demonstrate its strong performance empirically in meta-RL and long-term memory domains. AMAGO's focus on sparse rewards and off-policy data also allows in-context learning to extend to goal-conditioned problems with challenging exploration. When combined with a multi-goal hindsight relabeling scheme, AMAGO can solve a previously difficult category of open-world domains, where agents complete many possible instructions in procedurally generated environments.""}",https://openreview.net{'value': '/pdf/6ffd1eb5dc0bd2b144d5d0309763b3ed5e114e8b.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=LjivA1SLZ6,{'value': 'Efficient Episodic Memory Utilization of Cooperative Multi-Agent Reinforcement Learning'},Hyungho Na; Yunkyeong Seo; Il-chul Moon,~Hyungho_Na1; ~Yunkyeong_Seo1; ~Il-chul_Moon1,"{'value': ['Multi-agent reinforcement learning', 'episodic control', 'episodic incentive', 'state embedding']}","{'value': 'In cooperative multi-agent reinforcement learning (MARL), agents aim to achieve a common goal, such as defeating enemies or scoring a goal. Existing MARL algorithms are effective but still require significant learning time and often get trapped in local optima by complex tasks, subsequently failing to discover a goal-reaching policy. To address this, we introduce Efficient episodic Memory Utilization (EMU) for MARL, with two primary objectives: (a) accelerating reinforcement learning by leveraging semantically coherent memory from an episodic buffer and (b) selectively promoting desirable transitions to prevent local convergence. To achieve (a), EMU incorporates a trainable encoder/decoder structure alongside MARL, creating coherent memory embeddings that facilitate exploratory memory recall. To achieve (b), EMU introduces a novel reward structure called episodic incentive based on the desirability of states. This reward improves the TD target in Q-learning and acts as an additional incentive for desirable transitions. We provide theoretical support for the proposed incentive and demonstrate the effectiveness of EMU compared to conventional episodic control. The proposed method is evaluated in StarCraft II and Google Research Football, and empirical results indicate further performance improvement over state-of-the-art methods.'}",https://openreview.net{'value': '/pdf/8b2d5ac5539754d00bf99458a60c63157c74fbdb.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=KOZu91CzbK,{'value': 'Retroformer: Retrospective Large Language Agents with Policy Gradient Optimization'},Weiran Yao; Shelby Heinecke; Juan Carlos Niebles; Zhiwei Liu; Yihao Feng; Le Xue; Rithesh R N; Zeyuan Chen; Jianguo Zhang; Devansh Arpit; Ran Xu; Phil L Mui; Huan Wang; Caiming Xiong; Silvio Savarese,~Weiran_Yao1; ~Shelby_Heinecke1; ~Juan_Carlos_Niebles1; ~Zhiwei_Liu3; ~Yihao_Feng1; ~Le_Xue1; ~Rithesh_R_N1; ~Zeyuan_Chen1; ~Jianguo_Zhang3; ~Devansh_Arpit2; ~Ran_Xu1; ~Phil_L_Mui1; ~Huan_Wang1; ~Caiming_Xiong1; ~Silvio_Savarese1,"{'value': ['Language Agent', 'AI Agent', 'Reinforcement Learning']}","{'value': 'Recent months have seen the emergence of a powerful new trend in which large language models (LLMs) are augmented to become autonomous language agents capable of performing objective oriented multi-step tasks on their own, rather than merely responding to queries from human users. Most existing language agents, however, are not optimized using environment-specific rewards. Although some agents enable iterative refinement through verbal feedback, they do not reason and plan in ways that are compatible with gradient-based learning from rewards. This paper introduces a principled framework for reinforcing large language agents by learning a retrospective model, which automatically tunes the language agent prompts from environment feedback through policy gradient. Specifically, our proposed agent architecture learns from rewards across multiple environments and tasks, for fine-tuning a pre-trained language model which refines the language agent prompt by summarizing the root cause of prior failed attempts and proposing action plans. Experimental results on various tasks demonstrate that the language agents improve over time and that our approach considerably outperforms baselines that do not properly leverage gradients from the environment.'}",https://openreview.net{'value': '/pdf/d02f39256b41ec50ca8cd3a5b136065bc7a4caae.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=GEcwtMk1uA,{'value': 'Identifying the Risks of LM Agents with an LM-Emulated Sandbox'},Yangjun Ruan; Honghua Dong; Andrew Wang; Silviu Pitis; Yongchao Zhou; Jimmy Ba; Yann Dubois; Chris J. Maddison; Tatsunori Hashimoto,~Yangjun_Ruan1; ~Honghua_Dong1; ~Andrew_Wang4; ~Silviu_Pitis1; ~Yongchao_Zhou1; ~Jimmy_Ba1; ~Yann_Dubois1; ~Chris_J._Maddison1; ~Tatsunori_Hashimoto1,"{'value': ['Language Model Agent', 'Tool Use', 'Evaluation', 'Safety', 'Language Model']}","{'value': 'Recent advances in Language Model (LM) agents and tool use, exemplified by applications like ChatGPT Plugins, enable a rich set of capabilities but also amplify potential risks—such as leaking private data or causing financial losses. Identifying these risks is labor-intensive, necessitating implementing the tools, setting up the environment for each test scenario manually, and finding risky cases. As tools and agents become more complex, the high cost of testing these agents will make it increasingly difficult to find high-stakes, long-tail risks. To address these challenges, we introduce ToolEmu: a framework that uses an LM to emulate tool execution and enables scalable testing of LM agents against a diverse range of tools and scenarios. Alongside the emulator, we develop an LM-based automatic safety evaluator that examines agent failures and quantifies associated risks. We test both the tool emulator and evaluator through human evaluation and find that 68.8% of failures identified with ToolEmu would be valid real-world agent failures. Using our curated initial benchmark consisting of 36 high-stakes toolkits and 144 test cases, we provide a quantitative risk analysis of current LM agents and identify numerous failures with potentially severe outcomes. Notably, even the safest LM agent exhibits such failures 23.9% of the time according to our evaluator, underscoring the need to develop safer LM agents for real-world deployment.'}",https://openreview.net{'value': '/pdf/d1601f78407737fc216de9e6ec0085038f8c885f.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=FQepisCUWu,{'value': 'ChatEval: Towards Better LLM-based Evaluators through Multi-Agent Debate'},Chi-Min Chan; Weize Chen; Yusheng Su; Jianxuan Yu; Wei Xue; Shanghang Zhang; Jie Fu; Zhiyuan Liu,~Chi-Min_Chan1; ~Weize_Chen1; ~Yusheng_Su1; ~Jianxuan_Yu1; ~Wei_Xue5; ~Shanghang_Zhang4; ~Jie_Fu2; ~Zhiyuan_Liu1,"{'value': ['Large Language Model', 'Multi-Agent Debate', 'LLM evaluators']}","{'value': ""Text evaluation has historically posed significant challenges, often demanding substantial labor and time cost. With the emergence of large language models (LLMs), researchers have explored LLMs' potential as alternatives for human evaluation. While these single-agent-based approaches show promise, experimental results suggest that further advancements are needed to bridge the gap between their current effectiveness and human-level evaluation quality.\nRecognizing that best practices of human evaluation processes often involve multiple human annotators collaborating in the evaluation, we resort to a multi-agent debate framework, moving beyond single-agent prompting strategies.\nIn this paper, we construct a multi-agent referee team called $\\textbf{ChatEval}$ to autonomously discuss and evaluate the quality of different texts. \nOur experiments on two benchmarks illustrate that ChatEval delivers superior accuracy and correlation in alignment with human assessment. Furthermore, we find that the diverse role prompts (different personas) are essential in the multi-agent debate process; that is, utilizing the same role description in the prompts can lead to a degradation in performance. Our qualitative analysis also shows that ChatEval transcends mere textual scoring, offering a human-mimicking evaluation process for reliable assessments.""}",https://openreview.net{'value': '/pdf/6950b70dde4f8d7425424dce9cc4063f505b2194.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=EpVe8jAjdx,{'value': 'Privileged Sensing Scaffolds Reinforcement Learning'},Edward S. Hu; James Springer; Oleh Rybkin; Dinesh Jayaraman,~Edward_S._Hu1; ~James_Springer1; ~Oleh_Rybkin1; ~Dinesh_Jayaraman2,"{'value': ['reinforcement learning', 'model-based reinforcement learning', 'world models', 'robotics', 'privileged information', 'asymmetric learning', 'multimodality', 'perception', 'sensing']}","{'value': 'We need to look at our shoelaces as we first learn to tie them but having mastered this skill, can do it from touch alone. We call this phenomenon “sensory scaffolding”: observation streams that are not needed by a master might yet aid a novice learner. We consider such sensory scaffolding setups for training artificial agents. For example, a robot arm may need to be deployed with just a low-cost, robust, general-purpose camera; yet its performance may improve by having privileged training-time-only access to informative albeit expensive and unwieldy motion capture rigs or fragile tactile sensors. For these settings, we propose “Scaffolder”, a reinforcement learning approach which effectively exploits privileged sensing in critics, world models, reward estimators, and other such auxiliary components that are only used at training time, to improve the target policy. For evaluating sensory scaffolding agents, we design a new “S3” suite of ten diverse simulated robotic tasks that explore a wide range of practical sensor setups. Agents must use privileged camera sensing to train blind hurdlers, privileged active visual perception to help robot arms overcome visual occlusions, privileged touch sensors to train robot hands, and more. Scaffolder easily outperforms relevant prior baselines and frequently performs comparably even to policies that have test-time access to the privileged sensors. Website: https://penn-pal-lab.github.io/scaffolder/'}",https://openreview.net{'value': '/pdf/8ab7ec56b6e56ac45ce2b68e95b277283dbb8377.pdf'},{'abstract_filter': 'Agent'},ICLR.cc,2024,Conference
